key,text
greeting_HARD,"把东西拿出来。别浪费我时间。"
greeting_HARD,"我不是来闲聊的。看看这个值多少。"
greeting_HARD,"听说你这里收东西。别想糊弄我。"
greeting_SOFT,"那个...请问...你们收这种东西吗？"
greeting_SOFT,"不好意思打扰了...我有个东西想问问价。"
greeting_SOFT,"我...第一次来这种地方，不太懂规矩..."
greeting_SLY,"老板，生意兴隆啊。我这有个好东西，保你赚。"
greeting_SLY,"朋友介绍来的。说你眼光不错，识货。"
greeting_SLY,"随便看看...哦，对了，顺便带了个小玩意儿。"
greeting_CALM,"下午好。我有件东西想请你估个价。"
greeting_CALM,"你好，第一次来。想了解一下典当的流程。"
greeting_CALM,"听说这家店信誉不错，想来谈笔生意。"
play_economic_HARD,"你在说笑吧？这价格你自己信吗？"
play_economic_HARD,"我见过黑心的，没见过这么黑的。"
play_economic_HARD,"你觉得我是傻子？"
play_economic_SOFT,"...好吧，你是专业的，你说了算。"
play_economic_SOFT,"这...能不能再商量商量？"
play_economic_SOFT,"我不太懂行情...但这是不是有点少了？"
play_economic_SLY,"嗯...有意思。你这算盘打得很精啊。"
play_economic_SLY,"这个数字嘛...我倒是听说别家给得更多。"
play_economic_SLY,"行情我多少了解一点。你这个价...聪明。"
play_economic_CALM,"我理解你的立场。但这个数字值得再讨论。"
play_economic_CALM,"嗯，让我想想。你的报价有道理，但也有余地。"
play_economic_CALM,"公平地说，这个价格对我不太友好。"
play_insult_HARD,"你是不是活腻了？我再说一遍——把价格提上去。"
play_insult_HARD,"别让我发火。你不会想看到我发火的样子。"
play_insult_SOFT,"...你觉得这个东西...就值这么多吗？"
play_insult_SOFT,"我知道我不懂...但这也太少了吧...？"
play_insult_SLY,"呵。你以为我没去别家问过？这价格连零头都不够。"
play_insult_SLY,"有意思。我还是第一次见到有人敢开这种价。"
play_insult_CALM,"恕我直言，这个报价缺乏诚意。我以为我们能好好谈。"
play_insult_CALM,"...我对这个价格感到失望。"
play_info,"让我仔细看看这处细节..."
play_info,"嗯...这个纹理不太寻常。"
play_info,"翻过来看看——这里有些东西值得注意。"
play_narrative_HARD,"...你怎么知道这些？"
play_narrative_HARD,"别以为说几句好听的我就会让步。...不过，你说的没错。"
play_narrative_SOFT,"你...你能看出来吗？这真的是很重要的东西..."
play_narrative_SOFT,"谢谢你...至少有人愿意听。"
play_narrative_SLY,"...你比我想的要敏锐。"
play_narrative_SLY,"好吧，被你看穿了。这东西确实有些故事。"
play_narrative_CALM,"你说的让我想起了一些事。也许我们可以好好谈谈。"
play_narrative_CALM,"看来你不只是个生意人。"
customer_drop_disruption,"他突然把东西往柜台上一拍，表情阴沉下来。"
customer_drop_disruption,"她的语气骤然变硬——这是在施压。"
customer_drop_temptation,"他忽然松了口气，似乎愿意退让了？"
customer_drop_temptation,"她的态度突然软化——是真心还是试探？"
customer_drop_narrative,"他沉默了一会儿，然后开口讲起了一段往事。"
customer_drop_narrative,"她从口袋里掏出一张旧照片，放在柜台上。"
round_transition,"—— 第{round}回合 ——"
rate_threshold_5,"收一点，不多。够维持体面，也够让他喘口气。"
rate_threshold_5,"五分利息，算是伸了一只手。不算救赎，也不算亏欠。"
rate_threshold_10,"十分利。公事公办，天经地义。"
rate_threshold_10,"标准利率...职业本能在接管。"
rate_threshold_15,"十五个点...你什么时候变成这种人的？"
rate_threshold_15,"利率在爬升。每一个百分点都在蚕食他的希望。"
rate_threshold_20,"二十个点...这个数字咬起来像锈铁。但我需要这笔钱。"
rate_threshold_20,"高利贷三个字在舌尖打转。这是生存，不是选择。"
inner_estimate_narrowed,"范围在收窄...我对它的认识越来越清晰了。"
inner_estimate_narrowed,"又近了一步。真正的价值正在浮出水面。"
inner_trait_discovered,"有发现——这处痕迹不寻常。"
inner_trait_discovered,"等等...这不是普通的磨损。这里面有故事。"
inner_breakthrough,"灵光一闪！这个纹路——我之前完全看错方向了。"
inner_breakthrough,"等等...忽然想通了。这东西的真面目比想象的清晰得多。"
inner_breakthrough,"脑中的迷雾散开了。有些东西突然对上了。"
inner_mishap,"该死...刚才那个判断有问题。我的估计反而更模糊了。"
inner_mishap,"不对...我刚才看到的信息相互矛盾。需要重新整理思路。"
inner_mishap,"走了弯路。之前的分析可能有误，范围扩大了。"
inner_mastered,"这件东西...我已经看透了。不需要再鉴定了。"
inner_mastered,"心中了然。关于它的价值，我已经没有疑问了。"
inner_value_jump_FAKE,"赝品...！所有的估价瞬间崩塌。这东西根本不值那个数。"
inner_value_jump_FAKE,"伪造的！之前的判断全部作废。真实价值远低于预期。"
inner_value_jump_FAKE,"等等——这是假的。所有线索突然串联起来了。价格重估。"
inner_value_jump_JACKPOT,"不会吧...这居然是真品？价值远超预期！"
inner_value_jump_JACKPOT,"天哪...这不是普通的旧物。这是正品中的精品。价格需要重新估算。"
inner_value_jump_JACKPOT,"我的手在颤抖。这东西...比任何人想象的都值钱。"
play_insight_layer1,"我观察着对面的客户...试着读懂他的表情。"
play_insight_layer1,"仔细端详他的一举一动...微表情不会骗人。"
play_insight_layer2,"更深入地观察...他的肢体语言透露着什么。"
play_insight_layer2,"深层洞察...每一个不自然的动作都是线索。"
play_insight_patience_trigger,"他似乎注意到我在打量他。"
play_insight_patience_trigger,"他的目光扫过来——被发现了。"
play_empathy_success,"他的防线松动了。共情...有时候比讨价还价更有力。"
play_empathy_success,"找到了...他最柔软的部分。这比任何话术都管用。"
play_empathy_failure,"...我的共情没有打动他。也许我误判了他的性格。"
play_empathy_failure,"他无动于衷。看来共情用错了对象。"
play_empathy_patience_up,"他的语气缓和了一些。耐心恢复了。"
play_probe_success,"看穿了。他的底线比他表现的要低得多。"
play_probe_success,"装模作样...但数字不会骗人。我已经看到了他的底牌。"
play_probe_failure,"...试探没有效果。也许他并不是我想的那种人。"
play_probe_failure,"扑了个空。这次的判断...偏了。"
play_probe_floor_hint,"底价估计：约 {floor} 元"
play_probe_concession_high,"让步可能性：高"
play_probe_concession_medium,"让步可能性：中"
play_probe_concession_low,"让步可能性：低"
